gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B cell	Basal	CTL	Ciliated	Ciliated-diff	IRC	Ionocyte	MC	MoMa	NKT	NKT-p	Secretory	Secretory-diff	Squamous	Treg	moDC	nrMa	pDC	rMa
SIGIRR	Q6IA17	True	SIGIR_HUMAN	IL37 receptor	CPI-CS040DDEBFB	0.379	0.093	0.682	0.752	0.233	0.052	0.413	0.883	0.552	0.0	0.14	0.308	0.185	0.123	0.417	0.0	0.123	0.0	0.055
IL5RA	Q01344	True	IL5RA_HUMAN	IL5 receptor	CPI-CS0FB8775FC	0.0	0.0	0.0	0.174	0.028	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0
IL6R	P08887	True	IL6RA_HUMAN	IL6 receptor	CPI-CS063AE1C91	0.134	0.014	0.0	0.217	0.071	0.029	0.411	0.427	0.21	0.0	0.0	0.096	0.0	0.022	0.169	0.0	0.415	0.0	0.016
IL7R	P16871	True	IL7RA_HUMAN	IL7 receptor	CPI-CS0AB9C7139	0.0	0.0	0.674	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	1.977	0.0	0.195	0.0	0.156
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS0E661878B	0.0	0.041	0.0	0.229	0.07	0.0	0.166	0.0	0.0	0.0	0.0	0.228	0.054	0.008	0.0	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS07B61574B	0.0	0.041	0.0	0.229	0.07	0.0	0.166	0.0	0.0	0.0	0.0	0.228	0.054	0.008	0.0	0.0	0.0	0.0	0.0
AMHR2	Q16671	True	AMHR2_HUMAN	MIS receptor 1	CPI-CS07557A266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AMHR2	Q16671	True	AMHR2_HUMAN	MIS receptor 2	CPI-CS0F670E8BC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AMHR2	Q16671	True	AMHR2_HUMAN	MIS receptor 3	CPI-CS0D4BB4458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0A9D23000	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS06C6E2321	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS08F4E5D70	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0A71F2AAD	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS09F211C3E	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS038376BA2	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0A269FA16	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0007697A7	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0A9D23000	0.803	0.019	1.651	0.007	0.0	0.0	0.0	0.86	1.303	2.613	0.0	0.012	0.0	0.006	1.278	2.98	1.277	1.236	0.723
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS06C6E2321	0.803	0.019	1.651	0.007	0.0	0.0	0.0	0.86	1.303	2.613	0.0	0.012	0.0	0.006	1.278	2.98	1.277	1.236	0.723
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS08F4E5D70	0.803	0.019	1.651	0.007	0.0	0.0	0.0	0.86	1.303	2.613	0.0	0.012	0.0	0.006	1.278	2.98	1.277	1.236	0.723
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0A71F2AAD	0.803	0.019	1.651	0.007	0.0	0.0	0.0	0.86	1.303	2.613	0.0	0.012	0.0	0.006	1.278	2.98	1.277	1.236	0.723
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS09F211C3E	0.803	0.019	1.651	0.007	0.0	0.0	0.0	0.86	1.303	2.613	0.0	0.012	0.0	0.006	1.278	2.98	1.277	1.236	0.723
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS038376BA2	0.803	0.019	1.651	0.007	0.0	0.0	0.0	0.86	1.303	2.613	0.0	0.012	0.0	0.006	1.278	2.98	1.277	1.236	0.723
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0A269FA16	0.803	0.019	1.651	0.007	0.0	0.0	0.0	0.86	1.303	2.613	0.0	0.012	0.0	0.006	1.278	2.98	1.277	1.236	0.723
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0007697A7	0.803	0.019	1.651	0.007	0.0	0.0	0.0	0.86	1.303	2.613	0.0	0.012	0.0	0.006	1.278	2.98	1.277	1.236	0.723
TDGF1	P13385	True	TDGF1_HUMAN	NODAL receptor	CPI-CS040AEB4A0	0.0	0.017	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OSMR	Q99650	True	OSMR_HUMAN	OSMR	CPI-CS06D50EBF8	0.0	0.135	0.0	0.051	0.009	0.0	0.0	0.0	0.0	0.0	0.008	0.189	0.025	0.236	0.0	0.0	0.0	0.0	0.0
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex1	CPI-CS0C57A3081	0.0	0.055	0.0	0.114	0.036	0.0	0.02	0.0	0.154	0.0	0.069	0.203	0.022	0.107	0.027	0.0	0.041	0.0	0.0
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex3	CPI-CS0E5D1ECCE	0.0	0.055	0.0	0.114	0.036	0.0	0.02	0.0	0.154	0.0	0.069	0.203	0.022	0.107	0.027	0.0	0.041	0.0	0.0
NRP1	O14786	True	NRP1_HUMAN	PlexinA1_complex3	CPI-CS0E5D1ECCE	0.0	0.015	0.0	0.002	0.002	0.026	0.362	0.0	0.0	0.0	0.008	0.025	0.0	0.019	0.0	0.0	0.055	1.688	0.025
NRP1	O14786	True	NRP1_HUMAN	PlexinA2_complex1	CPI-CS0D238C22B	0.0	0.015	0.0	0.002	0.002	0.026	0.362	0.0	0.0	0.0	0.008	0.025	0.0	0.019	0.0	0.0	0.055	1.688	0.025
NRP1	O14786	True	NRP1_HUMAN	PlexinA3_complex1	CPI-CS0AA769F5B	0.0	0.015	0.0	0.002	0.002	0.026	0.362	0.0	0.0	0.0	0.008	0.025	0.0	0.019	0.0	0.0	0.055	1.688	0.025
NRP1	O14786	True	NRP1_HUMAN	PlexinA4_complex1	CPI-CS0AB19226A	0.0	0.015	0.0	0.002	0.002	0.026	0.362	0.0	0.0	0.0	0.008	0.025	0.0	0.019	0.0	0.0	0.055	1.688	0.025
PLXNA2	O75051	True	PLXA2_HUMAN	PlexinA2_complex1	CPI-CS0D238C22B	0.0	0.049	0.0	0.22	0.082	0.0	0.343	0.0	0.0	0.0	0.067	0.209	0.021	0.057	0.027	0.0	0.0	0.0	0.0
PLXNA3	P51805	True	PLXA3_HUMAN	PlexinA3_complex1	CPI-CS0AA769F5B	0.086	0.0	0.0	0.057	0.004	0.0	0.0	0.0	0.126	0.0	0.0	0.063	0.0	0.018	0.106	0.0	0.0	0.0	0.0
PLXNA4	Q9HCM2	True	PLXA4_HUMAN	PlexinA4_complex1	CPI-CS0AB19226A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.943	0.0
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC01C699B73	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.041	0.0	0.076	0.0	0.0	0.0	0.0	0.0
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC00A0B0892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC07ECBFCA7	0.0	0.0	0.0	0.024	0.019	0.0	0.02	0.0	0.154	0.0	0.008	0.067	0.042	0.024	0.0	0.0	0.0	0.0	0.0
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0DA298BEC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC067433F6B	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0B6F1A278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0D19BAF15	0.0	0.066	0.0	0.041	0.0	0.0	0.0	0.0	0.158	0.0	0.0	0.042	0.0	0.001	0.0	0.0	0.026	0.0	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0F516B854	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC011F01833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0FA79E269	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC02B111AB0	0.0	0.017	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.031	0.0	0.006	0.0	0.0	0.0	0.0	0.0
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0CE851065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC07375C073	0.046	0.0	0.0	0.014	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.005	0.142	0.0	0.0	0.0	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0D6C777F2	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC0F74C069F	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC041DEF0FB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.074	0.0	0.0	0.0	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC0C907A888	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.284	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.023	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC08B1D5269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.159	0.0	0.0	0.0	0.0
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC0F8101D41	0.0	0.0	0.025	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC087556B01	0.0	0.051	0.0	0.137	0.007	0.0	0.373	0.0	0.0	0.0	0.067	0.248	0.023	0.001	0.0	0.0	0.0	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC08E75294D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0017F527E	0.04	0.0	0.134	0.001	0.0	0.0	0.036	0.828	0.0	0.0	0.0	0.044	0.014	0.003	0.0	0.0	0.023	0.0	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC00C0800EB	0.156	0.0	0.0	0.004	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC0A3F146C2	0.046	0.0	0.0	0.001	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.003	0.009	0.0	0.0	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC008F4294F	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.073	0.0	0.002	0.0	0.0	0.0	0.0	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC0A199B69E	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC015980AEB	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC0F94B2CF9	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.327	0.0	0.0	0.0	0.018	0.0	0.001	0.0	0.0	0.0	0.0	0.0
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC05565E8CE	0.0	0.072	0.0	0.021	0.014	0.0	0.0	0.0	0.0	0.0	0.069	0.065	0.0	0.003	0.0	0.0	0.0	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0517A327B	0.0	0.0	0.0	0.105	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.0	0.0	0.0	0.361	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC067EE23E1	0.2	0.009	0.0	0.177	0.047	0.026	0.0	0.0	0.0	0.0	0.0	0.067	0.028	0.004	0.0	0.0	0.0	0.0	0.029
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC09DFB2ACA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC090311934	0.0	0.0	0.0	0.021	0.019	0.0	0.03	0.0	0.0	0.0	0.0	0.024	0.016	0.003	0.0	0.0	0.0	0.0	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC05D8C0EF5	0.0	0.0	0.0	0.199	0.046	0.0	0.0	0.0	0.0	0.0	0.017	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0725E3A76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0C9CBDD21	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.005	0.0	0.0	0.0	0.0	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC0BA1D5E00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC08938BB1C	0.0	0.038	0.0	0.477	0.038	0.0	0.335	0.0	0.0	0.0	0.0	0.05	0.006	0.001	0.0	0.0	0.028	0.0	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC02131C05A	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.014	0.0	0.0	0.0	0.0	0.0
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC0BF16A11C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC06B4C6DD5	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.004	0.0	0.0	0.0	0.0	0.0
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0B808E56A	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.041	0.0	0.076	0.0	0.0	0.0	0.0	0.0
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC089D4762F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC0F73E9099	0.0	0.0	0.0	0.024	0.019	0.0	0.02	0.0	0.154	0.0	0.008	0.067	0.042	0.024	0.0	0.0	0.0	0.0	0.0
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC016235D3A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0BC63F8C0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0672FBD31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0545E2502	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC006E22794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0458F68A5	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC09FDA4F45	0.0	0.017	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.031	0.0	0.006	0.0	0.0	0.0	0.0	0.0
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0F4BC2909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC02AE206BE	0.046	0.0	0.0	0.014	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.005	0.142	0.0	0.0	0.0	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0A8E69BC5	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC05B6D413B	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC05992FDC8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.074	0.0	0.0	0.0	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC069F95780	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.284	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.023	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0DAD29856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.159	0.0	0.0	0.0	0.0
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC02F06FF62	0.0	0.0	0.025	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC0EC572716	0.0	0.051	0.0	0.137	0.007	0.0	0.373	0.0	0.0	0.0	0.067	0.248	0.023	0.001	0.0	0.0	0.0	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC0F8D27FBC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0EA3FC100	0.04	0.0	0.134	0.001	0.0	0.0	0.036	0.828	0.0	0.0	0.0	0.044	0.014	0.003	0.0	0.0	0.023	0.0	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC091173D82	0.156	0.0	0.0	0.004	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC07FB88720	0.046	0.0	0.0	0.001	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.003	0.009	0.0	0.0	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC035953E6B	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.073	0.0	0.002	0.0	0.0	0.0	0.0	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC01115AAD1	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0BD4C290F	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC053BBE2B1	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.327	0.0	0.0	0.0	0.018	0.0	0.001	0.0	0.0	0.0	0.0	0.0
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0DA5EFA18	0.0	0.072	0.0	0.021	0.014	0.0	0.0	0.0	0.0	0.0	0.069	0.065	0.0	0.003	0.0	0.0	0.0	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0F778DC8E	0.0	0.0	0.0	0.105	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.0	0.0	0.0	0.361	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0F590482E	0.2	0.009	0.0	0.177	0.047	0.026	0.0	0.0	0.0	0.0	0.0	0.067	0.028	0.004	0.0	0.0	0.0	0.0	0.029
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0BA41B0D3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC090DB3159	0.0	0.0	0.0	0.021	0.019	0.0	0.03	0.0	0.0	0.0	0.0	0.024	0.016	0.003	0.0	0.0	0.0	0.0	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC0FF018913	0.0	0.0	0.0	0.199	0.046	0.0	0.0	0.0	0.0	0.0	0.017	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC08BF895FC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0D7F33CFB	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.005	0.0	0.0	0.0	0.0	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC040B3EFBC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC09C06C70F	0.0	0.038	0.0	0.477	0.038	0.0	0.335	0.0	0.0	0.0	0.0	0.05	0.006	0.001	0.0	0.0	0.028	0.0	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC004A436C5	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.014	0.0	0.0	0.0	0.0	0.0
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC00BE2EEE3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC08AA91C84	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.004	0.0	0.0	0.0	0.0	0.0
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SC0EAF80261	0.672	0.0	0.032	0.001	0.0	0.0	0.0	0.404	0.0	0.0	0.0	0.001	0.0	0.045	0.066	0.0	0.0	0.569	0.124
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC05D87F723	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.041	0.0	0.076	0.0	0.0	0.0	0.0	0.0
